source_doi,source_title,reading_list,target_doi,target_title
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,https://doi.org/10.12987/9780300127232,The Wealth of Networks
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,https://doi.org/10.2307/2074370,"Shaping Technology, Building Society: Studies in Sociotechnical Change."
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,https://doi.org/10.4135/9781446280447,Globalization: Social Theory and Global Culture
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,https://doi.org/10.5860/choice.37-0887,Epistemic cultures: how the sciences make knowledge
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,,Where the Action Is: The Foundations of Embodied Interaction
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,,"Rise of the Network Society: The Information Age: Economy, Society and Culture"
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,https://doi.org/10.2307/2076625,"Aramis, or, The Love of Technology."
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,https://doi.org/10.2307/1423801,Science of Education and the Psychology of the Child
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,,Action in Perception
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,,The Technological Society
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,https://doi.org/10.2307/794509,The Death and Life of Great American Cities
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,https://doi.org/10.2307/2076334,"Simians, Cyborgs, and Women: The Reinvention of Nature."
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,https://doi.org/10.2307/3101837,The Technological Society
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,https://doi.org/10.7551/mitpress/7221.001.0001,Where the Action Is
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,https://doi.org/10.2307/2655574,Communities in Cyberspace
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,https://doi.org/10.30935/cedtech/6177,"The Rise of the Network Society - The Information Age: Economy, Society, and Culture"
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,https://doi.org/10.2307/1422869,The Embodied Mind: Cognitive Science and Human Experience
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,https://doi.org/10.2307/20455766,The Wealth of Networks: How Social Production Transforms Markets and Freedom
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,https://doi.org/10.1515/9789048514502-009,9. A Cautious Prometheus? A Few Steps Toward a Philosophy of Design with Special Attention to Peter Sloterdijk
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,https://doi.org/10.1111/(issn)1467-9620,Teachers College Record
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,https://doi.org/10.1002/9781118660584.ese1088,Harvard Educational Review
https://doi.org/10.1080/01972243.2011.583819,Critical making: Conceptual and material studies in technology and social life,critical_making,https://doi.org/10.1017/9789048514502.009,A Cautious Prometheus? A Few Steps Toward a Philosophy of Design with Special Attention to Peter Sloterdijk
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.2307/3178066,Situated Knowledges: The Science Question in Feminism and the Privilege of Partial Perspective
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.2307/1395245,"Simians, Cyborgs and Women: The Reinvention of Nature"
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.5860/choice.47-6141,Cruising utopia: the then and there of queer futurity
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.1016/0277-5395(87)90077-x,The science question in feminism
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.5860/choice.34-0267,"Citizen science: a study of people, expertise and sustainable development"
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.2307/3341932,Metamorphoses: Towards a Materialist Theory of Becoming
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.2307/1358191,The Subversive Stitch: Embroidery and the Making of the Feminine
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.1086/494648,Epistemological Pluralism: Styles and Voices within the Computer Culture
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.1080/01972243.2011.583819,Critical Making: Conceptual and Material Studies in Technology and Social Life
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.20913/brm-2-4-2,Notes from Underground: Zines and the Politics of Alternative Culture
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,,Artificial Knowing: Gender and the Thinking Machine
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.1111/j.1527-2001.1987.tb01341.x,Can There Be A Feminist Science?
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.1007/bf01064506,"Gender, politics, and the theoretical virtues"
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,,Gendered Cyborg: Reader
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.5860/choice.33-3438,"Teaching the majority: breaking the gender barrier in science, mathematics, and engineering"
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.5325/utopianstudies.22.2.0233,Fabricating Activism:
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.1080/01972243.2014.875783,Institutions for Civic Technoscience: How Critical Making is Transforming Environmental Research
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,,"Handmade Nation: The Rise of DIY, Art, Craft, and Design"
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,,Hackerspaces: Making the Maker Movement
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.28968/cftt.v3i1.28784,Introduction:Feminism’s Sciences
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.2307/2072336,"Pleasure, Power and Technology: Some Tales of Gender, Engineering, and the Cooperative Workplace."
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.1177/1359183507074559,Stitch'nBitch
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.5860/choice.39-1527,"Women, science, and technology: a reader in feminist science studies"
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,,Meeting the Challenge : Innovative Feminist Pedagogies in Action
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.2752/175470813x13638640370733,Quiet Activism and the New Amateur
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.1021/ed048p284,The Journal of College Science Teaching
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.1215/9780822388128,Meeting the Universe Halfway
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.4135/9781483384740,Handbook of Feminist Research: Theory and Praxis
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.5406/illinois/9780252038655.001.0001,Ghost Stories for Darwin
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.7551/mitpress/9780262525374.003.0011,Rethinking Repair
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.1093/oso/9780195063417.001.0001,When Old Technologies Were New
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.7551/mitpress/9568.001.0001,DIY Citizenship
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.7551/mitpress/9568.003.0007,Radical Inclusion? Locating Accountability in Technical DIY
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.3138/cras.40.2.259,“Join the Knitting Revolution”: Third-Wave Feminist Magazines and the Politics of Domesticity
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.7551/mitpress/9568.003.0021,Textual Doppelgangers: Critical Issues in the Study of Technology
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.1525/9780520919495,Spinning Fantasies
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.7551/mitpress/9568.003.0009,"Developing Communities of Resistance? Maker Pedagogies, Do-It-Yourself Feminism, and DIY Citizenship"
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.7551/mitpress/9568.003.0016,"Transparency Reconsidered: Creative, Critical, and Connected Making with E-textiles"
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.5860/choice.193955,Knowing new biotechnologies: social aspects of technological convergence
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.7551/mitpress/9568.003.0004,Maktivism: Authentic Making for Technology in the Service of Humanity
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.7560/777149-005,Chapter One . Spinning and Weaving as Female Gender Identity in Post- Classic Mexico
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.28968/cftt.v3i1.28793,"How do Black Lives Matter in Teaching, Lab Practices, and Research?"
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.4324/9780203823248,Meeting the Challenge
https://doi.org/10.1080/00497878.2019.1593842,Build it better: Tinkering in feminist maker pedagogy,critical_making,https://doi.org/10.7551/mitpress/9568.003.0017,Woven Futures: Inscribed Material Ecologies of Critical Making
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.21832/9781800418868-012,8 Decolonizing Methodologies: Research and Indigenous Peoples
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,,Situated Knowledges: The Science Question in Feminism and the Privilege of Partial Perspective
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.1086/345321,Posthumanist Performativity: Toward an Understanding of How Matter Comes to Matter
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.1515/bmte.1981.26.4.66,Research Is Ceremony: Indigenous Research Methods
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.1515/9780822391623,Vibrant Matter: A Political Ecology of Things
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.4324/9780203970034,Multimodality: A Social Semiotic Approach to Contemporary Communication
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.4324/9780203439913,The Open Society and Its Enemies
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.4324/9780203979402-6,A pedagogy of Multiliteracies Designing Social Futures
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.5860/choice.43-4983,Institutional ethnography: a sociology for people
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.1111/johs.12124,An Indigenous Feminist's Take On The Ontological Turn: ‘Ontology’ Is Just Another Word For Colonialism
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.1177/109019819402100204,Empowerment through Photo Novella: Portraits of Participation
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.1515/9781400873548,The Mushroom at the End of the World: On the Possibility of Life in Capitalist Ruins
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.5749/9780816685448,Fictions Of Feminist Ethnography
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.2307/3341932,Metamorphoses: Towards a Materialist Theory of Becoming
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.1080/14443050309387838,"Ways of knowing, being and doing: A theoretical framework and methods for indigenous and indigenist re‐search"
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,,"Making: Anthropology, Archaeology, Art and Architecture"
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.1007/s10886-012-0134-6,Mycorrhiza-Induced Resistance and Priming of Plant Defenses
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,,Land as pedagogy: Nishnaabeg intelligence and rebellious transformation
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.2307/1358191,The Subversive Stitch: Embroidery and the Making of the Feminine
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.1080/01972243.2011.583819,Critical Making: Conceptual and Material Studies in Technology and Social Life
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.5860/choice.34-1255,"Gendered fields: rural women, agriculture, and environment"
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.2307/4140651,Made Not Only in Words: Composition in a New Key
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.48416/ijsaf.v15i1.424,Women and Food Chains: The Gendered Politics of Food
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.1353/ail.2008.0005,Wampum as Hypertext: An American Indian Intellectual Tradition of Multimedia Theory and Practice
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.2307/2393566,"Organizational, Institutional, and Societal Evolution: Medieval Craft Guilds and the Genesis of Formal Organizations"
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.2307/3178066,Situated Knowledges: The Science Question in Feminism and the Privilege of Partial Perspective
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.2307/2529486,Exploratory Data Analysis
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.1080/0966369x.2017.1336302,Staying with the trouble: making kin in the Chthulucene
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.1016/j.pragma.2011.06.013,Multimodality: A Social Semiotic Approach to Contemporary Communication
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.1515/9780822373780,Staying with the Trouble: Making Kin in the Chthulucene
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.17763/0017-8055.86.2.206,Making Through the Lens of Culture and Power: Toward Transformative Visions for Educational Equity
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.5860/choice.49-4274,Digital griots: African American rhetoric in a multimedia age
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.1007/s10460-018-9883-3,"Racial, ethnic and gender inequities in farmland ownership and farming in the U.S."
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.58680/ccc20044045,Made Not Only in Words: Composition in a New Key
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,,DIY Citizenship: Critical Making and Social Media
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.5860/choice.195959,"Survivance, sovereignty, and story: teaching American Indian rhetorics"
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,,"Composing(media) = composing(embodiment) : bodies, technologies, writing, the teaching of writing"
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.2307/j.ctt4cgnxt,Composing Media Composing Embodiment
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.1177/1461444815621893b,Rhetoric and the digital humanities
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.1080/10572252.2018.1518950,The Rhetorical Work of YouTube’s Beauty Community: Relationship- and Identity-Building in User-Created Procedural Discourse
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.1590/1806-9584.2017v25n2p909,Feminismos transcorpóreos e o espaço ético da natureza
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.22004/ag.econ.289693,Who Owns the Land? Agricultural Land Ownership by Race/Ethnicity
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.1145/3282665.3282667,Participatory video methods in UX
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.1177/1464700112442649,"Touching, unbelonging, and the absence of affect"
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,,"Animal writes : historiography, disciplinarity, and the animal trace"
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,,"Rhetoric in Tooth and Claw: Animals, Language, Sensation"
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.7330/9780874219968.c003,Decolonial Skillshares: Indigenous Rhetorics as Radical Practice
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,,Framer Framed: Film Scripts and Interviews
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.58680/ce201526920,“But a quilt is more”: Recontextualizing the Discourse(s) of the Gee’s Bend Quilts
https://doi.org/10.1016/j.compcom.2019.05.002,"Re-making the makerspace: Body, power, and identity in critical making practices",critical_making,https://doi.org/10.3163/1536-5050.103.4.016,Makerspaces: A Practical Guide for Librarians
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,,States of Knowledge: The Co-production of Science and the Social Order
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.5860/choice.44-5344,Crip theory: cultural signs of queerness and disability
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.1038/nm0297-242,"Impure Science: AIDS, Activism, and the Politics of Knowledge"
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,,Modest_Witness@Second_Millenium.FemaleMan_Meets_OncoMouse: Feminism and Technoscience
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.5860/choice.36-0640,Nothing about us without us: disability oppression and empowerment
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.5749/9780816685776,Native American DNA
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.1111/j.1527-2001.2011.01206.x,Misfits: A Feminist Materialist Disability Concept
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.1111/1467-9566.ep11057619,"Impure Science: AIDS, Activism and the Politics of Knowledge."
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.18061/dsq.v26i4.829,Crip Theory: Cultural Signs of Queerness and Disability
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.1007/978-1-349-24269-6_3,Fundamental Principles of Disability
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.1080/09687599.2011.602860,Decolonising disability: thinking and acting globally
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.2979/6841.0,"Feminist, Queer, Crip"
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.1215/10642684-9-1-2-25,QUEERING THE CRIP OR CRIPPING THE QUEER?
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,,The Cancer Journals
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.1080/15017410701345365,Cultural Locations of Disability
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.5860/choice.49-5982,Disability and difference in global contexts: enabling a transformative body politic
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.1176/ps.50.1.124,Nothing About Us Without Us: Disability Oppression and Empowerment
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.1080/13691180600751348,"Disability and the promises of technology: Technology, subjectivity and embodiment within an order of the normal"
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.2307/3089592,The Difference That Disability Makes
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.5860/choice.193794,"The biopolitics of disability: neoliberalism, ablenationalism, and peripheral embodiment"
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.18061/dsq.v33i4.3871,Designing Collective Access: A Feminist Disability Theory of Universal Design
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.7551/mitpress/9780262042499.001.0001,Tactical Biopolitics
https://doi.org/10.28968/cftt.v5i1.29607,Crip technoscience manifesto,critical_making,https://doi.org/10.5860/choice.49-5141,Body and soul: the Black Panther Party and the fight against medical discrimination
